Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,3,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,14,M,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,M,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,P,MD,TIP,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,21,M,MD,TIP,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,M,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,34,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,19,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,M,MD,,U,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,97,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,16,B,LD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,B,LD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,B,MD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,B,MD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,M,HD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,S,LD,NO REB,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,D,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,S,MD,,U,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,CE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,17,M,LD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,CE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,S,MD,,C,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,,PE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,CE,,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,7,M,MD,,,3,PK
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,15,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,15,S,LD,REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,PE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,ASSIST,HD,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,GOAL,HD,,U,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,14,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,10,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,2,S,LD,REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,27,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,CE,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,8,S,LD,NO REB,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,10,D,,,,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Toronto Marlboros,M,86,GOAL,MD,,U,3,EV
GTHL Playoffs,Vaughan Kings,Toronto Marlboros,Vaughan Kings vs. Toronto Marlboros Game 3,Vaughan Kings,V,88,D,,,,3,EV
