Game Type,Home,Away,Game,Team,Squad,Number,ACTION,Danger,Notes,Contested/Uncontested Chance,Period,Strength
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 5,Vaughan Kings,V,16,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,PE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,S,LD,REB,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,S,LD,NO REB,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,PE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,17,PE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,96,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,28,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,91,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,B,LD,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,UCE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,96,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,93,S,MD,,C,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,17,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,28,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,S,LD,NO REB,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,B,LD,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,96,S,MD,,C,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,9,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,11,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,POST,MD,,C,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,POST,MD,,C,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,14,B,LD,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,14,S,LD,NO REB,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,B,LD,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,91,S,LD,NO REB,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,CE,,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,21,PE,,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,34,CE,,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,9,UCE,,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,UCE,,,,1,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,21,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,10,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,98,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,CE,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,17,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,16,D,,,,1,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,B,LD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,P,MD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,M,MD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,CE,,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,P,MD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,B,MD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,ASSIST,HD,,,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,GOAL,HD,,U,2,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,PE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,66,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,B,MD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,B,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,UCE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,S,LD,REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,S,HD,,U,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,91,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,93,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,P,HD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,S,HD,,C,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,10,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,17,P,MD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,34,M,MD,,C,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,96,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,M,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,14,PE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,66,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,PE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,16,M,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,M,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,98,PE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,P,MD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,S,MD,,C,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,M,HD,,C,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,P,HD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,88,S,HD,,C,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,10,B,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,10,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,D,,,,2,PP
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,ASSIST,MD,,,2,PP
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,GOAL,MD,,C,2,PP
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,93,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,D,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,B,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,97,B,MD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,21,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,21,B,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,17,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,S,LD,NO REB,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,B,LD,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,FALSE,B,22,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,88,CE,,,,2,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,96,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,16,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,S,LD,NO REB,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,2,B,HD,,,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,D,,,,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,GOAL,HD,,U,3,PK
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,S,LD,NO REB,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,9,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,21,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,27,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,16,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,16,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,S,LD,REB,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,98,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,4,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,PE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,91,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,16,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,96,S,MD,,C,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,16,S,HD,,C,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,98,B,MD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,B,MD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,98,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,14,S,MD,,C,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Vaughan Kings,V,7,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,90,PE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,CE,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,8,P,MD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,22,B,LD,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,25,D,,,,3,EV
GTHL Playoffs,Toronto Junior Canadiens,Vaughan Kings,Toronto Junior Canadiens vs. Vaughan Kings Game 1,Toronto Junior Canadiens,J,24,S,LD,NO REB,,3,EV
